,Town name,Latitude,Longitude
2193,Přívětice,49°50′5″,13°36′44″
2194,Radnice (okres Rokycany),49°51′25″,13°36′21″
2195,Raková (okres Rokycany),49°42′2″,13°34′55″
2196,Rokycany,49°44′34″,13°35′41″
2197,Sebečice,49°52′12″,13°41′32″
2198,Sirá,49°49′18″,13°44′19″
2199,Skomelno,49°50′51″,13°38′32″
2200,Skořice (okres Rokycany),49°40′40″,13°42′19″
2201,Smědčice,49°47′31″,13°30′54″
2202,Strašice,49°44′8″,13°45′27″
2203,Svojkovice (okres Rokycany),49°45′36″,13°38′54″
2204,Štítov,49°39′58″,13°40′41″
2205,Těně,49°45′5″,13°47′46″
2206,Terešov,49°53′48″,13°41′59″
2207,Těškov,49°48′8″,13°41′53″
2208,Trokavec,49°38′49″,13°42′8″
2209,Týček,49°52′10″,13°47′40″
2210,Újezd u Svatého Kříže,49°51′35″,13°34′10″
2211,Vejvanov,49°52′8″,13°39′9″
2212,Veselá (okres Rokycany),49°41′43″,13°36′10″
2213,Vísky (okres Rokycany),49°39′5″,13°40′58″
2214,Volduchy,49°46′34″,13°37′23″
2215,Všenice,49°49′5″,13°33′39″
2216,Zbiroh,49°51′37″,13°46′22″
2217,Zvíkovec,49°57′15″,13°41′19″
2218,Benešovice,49°43′37″,12°54′6″
2219,Bezdružice,49°54′26″,12°58′16″
2220,Bor (okres Tachov),49°42′42″,12°46′31″
2221,Brod nad Tichou,49°50′7″,12°44′28″
2222,Broumov (okres Tachov),49°53′22″,12°36′24″
2223,Cebiv,49°49′46″,12°58′45″
2224,Ctiboř (okres Tachov),49°49′38″,12°36′36″
2225,Částkov (okres Tachov),49°45′22″,12°40′25″
2226,Černošín,49°48′58″,12°53′2″
2227,Dlouhý Újezd,49°46′6″,12°37′43″
2228,Erpužice,49°48′25″,13°2′10″
2229,Halže,49°49′52″,12°34′46″
2230,Horní Kozolupy,49°50′15″,12°56′30″
2231,Hošťka,49°41′47″,12°35′51″
2232,Chodová Planá,49°53′36″,12°43′49″
2233,Chodský Újezd,49°51′52″,12°39′0″
2234,Kladruby (okres Tachov),49°42′55″,12°58′48″
2235,Kočov,49°48′32″,12°44′12″
2236,Kokašice,49°52′42″,12°56′50″
2237,Konstantinovy Lázně,49°52′53″,12°58′41″
2238,Kostelec (okres Tachov),49°40′28″,13°1′35″
2239,Kšice,49°48′9″,12°59′50″
2240,Lesná (okres Tachov),49°45′15″,12°32′16″
2241,Lestkov (okres Tachov),49°52′59″,12°52′16″
2242,Lom u Tachova,49°49′8″,12°41′34″
2243,Milíře (okres Tachov),49°47′47″,12°33′2″
2244,Obora (okres Tachov),49°48′53″,12°32′16″
2245,Olbramov,49°50′37″,12°52′
2246,Ošelín,49°46′20″,12°51′22″
2247,Planá,49°52′6″,12°44′38″
2248,Prostiboř,49°39′14″,12°53′56″
2249,Přimda,49°40′30″,12°40′25″
2250,Rozvadov,49°40′6″,12°33′7″
2251,Skapce,49°39′25″,12°59′25″
2252,Staré Sedliště,49°44′40″,12°41′39″
2253,Staré Sedlo (okres Tachov),49°39′58″,12°51′49″
2254,Stráž (okres Tachov),49°40′8″,12°46′32″
2255,Stříbro (okres Tachov),49°45′11″,13°0′15″
2256,Studánka (okres Tachov),49°46′50″,12°36′13″
2257,Sulislav,49°44′55″,13°4′22″
2258,Svojšín,49°45′58″,12°54′39″
2259,Sytno,49°44′23″,13°2′30″
2260,Tachov,49°47′43″,12°38′1″
2261,Tisová (okres Tachov),49°45′55″,12°42′50″
2262,Trpísty,49°49′22″,13°3′31″
2263,Třemešné,49°37′31″,12°41′45″
2264,Únehle,49°47′30″,13°0′56″
2265,Vranov (okres Tachov),49°45′52″,13°2′31″
2266,Zadní Chodov,49°53′26″,12°39′17″
2267,Záchlumí (okres Tachov),49°48′,12°57′54″
2268,Zhoř (okres Tachov),49°39′36″,12°58′11″
2269,Aš,50°13′26″,12°11′42″
2270,Dolní Žandov,50°1′5″,12°33′4″
2271,Drmoul,49°56′21″,12°39′56″
2272,Františkovy Lázně,50°7′14″,12°21′7″
2273,Hazlov,50°9′23″,12°16′21″
2274,Hranice (okres Cheb),50°18′17″,12°10′33″
2275,Cheb,50°4′47″,12°22′26″
2276,Krásná (okres Cheb),50°14′6″,12°10′5″
2277,Křižovatka (okres Cheb),50°11′39″,12°23′35″
2278,Lázně Kynžvart,50°0′39″,12°37′29″
2279,Libá,50°7′42″,12°13′51″
2280,Lipová (okres Cheb),50°2′11″,12°26′56″
2281,Luby,50°15′9″,12°24′22″
2282,Mariánské Lázně,49°57′53″,12°42′4″
2283,Milhostov,50°9′22″,12°27′12″
2284,Milíkov (okres Cheb),50°3′21″,12°32′52″
2285,Mnichov (okres Cheb),50°2′13″,12°47′13″
2286,Nebanice,50°6′55″,12°28′19″
2287,Nový Kostel,50°13′2″,12°26′43″
2288,Odrava,50°6′11″,12°29′3″
2289,Okrouhlá (okres Cheb),50°3′45″,12°29′16″
2290,Ovesné Kladruby,49°57′11″,12°46′45″
2291,Plesná (okres Cheb),50°13′15″,12°20′48″
2292,Podhradí (okres Cheb),50°15′20″,12°12′7″
2293,Pomezí nad Ohří,50°5′9″,12°17′3″
2294,Poustka (okres Cheb),50°8′25″,12°17′54″
2295,Prameny,50°3′,12°43′58″
2296,Skalná,50°10′14″,12°21′41″
2297,Stará Voda (okres Cheb),49°59′30″,12°35′45″
2298,Teplá,49°58′55″,12°51′47″
2299,Trstěnice (okres Cheb),49°55′9″,12°40′34″
2300,Třebeň,50°7′44″,12°24′
2301,Tři Sekery,49°56′32″,12°37′
2302,Tuřany (okres Cheb),50°5′3″,12°31′19″
2303,Valy (okres Cheb),49°58′37″,12°39′17″
2304,Velká Hleďsebe,49°57′42″,12°40′4″
2305,Velký Luh,50°11′57″,12°22′20″
2306,Vlkovice (okres Cheb),49°56′56″,12°44′21″
2307,Vojtanov,50°10′6″,12°19′3″
2308,Zádub-Závišín,49°58′16″,12°44′36″
2309,Abertamy,50°22′8″,12°49′6″
2310,Andělská Hora (okres Karlovy Vary),50°12′16″,12°57′46″
2311,Bečov nad Teplou,50°5′,12°50′18″
2312,Bochov,50°9′4″,13°2′43″
2313,Boží Dar,50°24′35″,12°55′28″
2314,Božičany,50°15′29″,12°46′8″
2315,Bražec (okres Karlovy Vary),50°10′29″,13°2′48″
2316,Březová (okres Karlovy Vary),50°11′53″,12°52′17″
2317,Černava,50°17′29″,12°42′40″
2318,Čichalov,50°7′28″,13°10′16″
2319,Dalovice (okres Karlovy Vary),50°14′52″,12°53′45″
2320,Děpoltovice,50°17′41″,12°48′50″
2321,Doupovské Hradiště,50°14′,13°1′
2322,Hájek (okres Karlovy Vary),50°17′0″,12°55′11″
2323,Horní Blatná,50°23′26″,12°46′16″
2324,Hory (okres Karlovy Vary),50°12′50″,12°47′24″
2325,Hroznětín,50°18′34″,12°52′19″
2326,Chodov (okres Karlovy Vary),50°4′7″,12°51′47″
2327,Chyše,50°6′17″,13°14′57″
2328,Jáchymov,50°21′31″,12°56′5″
2329,Jenišov,50°13′36″,12°48′
2330,Karlovy Vary,50°13′50″,12°52′21″
2331,Kolová (okres Karlovy Vary),50°11′15″,12°54′12″
2332,Krásné Údolí,50°4′21″,12°55′17″
2333,Krásný Les (okres Karlovy Vary),50°20′42″,13°0′10″
2334,Kyselka,50°15′32″,13°0′1″
2335,Merklín (okres Karlovy Vary),50°19′41″,12°51′49″
2336,Mírová,50°14′14″,12°46′12″
2337,Nejdek,50°19′21″,12°43′46″
2338,Nová Role,50°16′16″,12°47′3″
2339,Nové Hamry,50°21′37″,12°43′9″
2340,Ostrov (okres Karlovy Vary),50°18′22″,12°56′21″
2341,Otovice (okres Karlovy Vary),50°15′20″,12°52′18″
2342,Otročín,50°1′57″,12°53′33″
2343,Pernink,50°21′57″,12°47′2″
2344,Pila (okres Karlovy Vary),50°10′47″,12°55′33″
2345,Potůčky,50°25′42″,12°44′12″
2346,Pšov,50°3′6″,13°10′15″
2347,Sadov,50°16′2″,12°53′50″
2348,Smolné Pece,50°17′30″,12°45′55″
2349,Stanovice (okres Karlovy Vary),50°9′55″,12°52′26″
2350,Stráž nad Ohří,50°20′14″,13°3′4″
2351,Stružná,50°11′0″,13°0′21″
2352,Šemnice,50°14′13″,12°58′34″
2353,Štědrá,50°3′30″,13°6′51″
2354,Teplička,50°8′55″,12°51′6″
2355,Toužim,50°3′38″,12°59′6″
2356,Útvina,50°4′15″,12°57′17″
2357,Valeč (okres Karlovy Vary),50°10′27″,13°15′17″
2358,Velichov,50°17′3″,13°0′35″
2359,Verušičky,50°8′30″,13°10′28″
2360,Vojkovice (okres Karlovy Vary),50°18′12″,13°0′59″
2361,Vrbice (okres Karlovy Vary),50°8′59″,13°14′2″
2362,Vysoká Pec (okres Karlovy Vary),50°20′48″,12°41′57″
2363,Žlutice,50°5′31″,13°9′47″
2364,Vojenský újezd Hradiště,50°10′30″,13°2′48″
2365,Březová (okres Sokolov),50°8′44″,12°39′
2366,Bublava,50°22′28″,12°30′19″
2367,Bukovany (okres Sokolov),50°9′59″,12°34′22″
2368,Citice,50°9′46″,12°36′48″
2369,Dasnice,50°8′48″,12°34′2″
2370,Dolní Nivy,50°14′36″,12°38′14″
2371,Dolní Rychnov,50°9′53″,12°38′43″
2372,Habartov,50°10′59″,12°33′2″
2373,Horní Slavkov,50°8′19″,12°48′28″
2374,Chlum Svaté Maří,50°9′0″,12°32′9″
2375,Chodov (okres Sokolov),50°14′29″,12°45′12″
2376,Jindřichovice (okres Sokolov),50°16′58″,12°36′9″
2377,Josefov (okres Sokolov),50°12′42″,12°34′46″
2378,Kaceřov (okres Sokolov),50°8′57″,12°30′16″
2379,Krajková,50°12′58″,12°32′3″
2380,Královské Poříčí,50°11′38″,12°40′49″
2381,Kraslice (okres Sokolov),50°19′26″,12°31′3″
2382,Krásno,50°6′33″,12°47′11″
2383,Kynšperk nad Ohří,50°7′9″,12°31′49″
2384,Libavské Údolí,50°7′44″,12°33′9″
2385,Loket (okres Sokolov),50°11′10″,12°45′15″
2386,Lomnice (okres Sokolov),50°12′43″,12°37′58″
2387,Nová Ves (okres Sokolov),50°5′3″,12°46′31″
2388,Nové Sedlo,50°12′24″,12°44′17″
2389,Oloví,50°15′5″,12°33′32″
2390,Přebuz,50°21′57″,12°37′12″
2391,Rotava,50°17′47″,12°34′25″
2392,Rovná (okres Sokolov),50°6′16″,12°40′8″
2393,Sokolov,50°10′53″,12°38′25″
2394,Staré Sedlo (okres Sokolov),50°10′55″,12°43′12″
2395,Stříbrná,50°21′24″,12°31′35″
2396,Svatava (okres Sokolov),50°11′32″,12°37′31″
2397,Šabina,50°8′9″,12°34′57″
2398,Šindelová,50°19′8″,12°36′12″
2399,Tatrovice,50°16′37″,12°41′50″
2400,Těšovice (okres Sokolov),50°10′56″,12°40′37″
2401,Vintířov,50°14′2″,12°43′3″
2402,Vřesová,50°15′33″,12°41′48″
2403,Arnoltice,50°50′14″,14°15′51″
2404,Benešov nad Ploučnicí,50°44′30″,14°18′45″
2405,Bynovec,50°49′15″,14°15′51″
2406,Česká Kamenice,50°47′52″,14°25′4″
2407,Děčín,50°46′25″,14°11′46″
2408,Dobkovice,50°42′54″,14°11′36″
2409,Dobrná,50°46′11″,14°17′36″
2410,Dolní Habartice,50°44′50″,14°20′
2411,Dolní Podluží,50°52′48″,14°35′43″
2412,Dolní Poustevna,50°58′57″,14°17′13″
2413,Doubice,50°53′19″,14°27′42″
2414,Františkov nad Ploučnicí,50°43′33″,14°19′37″
2415,Heřmanov (okres Děčín),50°43′36″,14°17′29″
2416,Horní Habartice,50°45′44″,14°20′27″
2417,Horní Podluží,50°52′53″,14°32′45″
2418,Hřensko,50°52′28″,14°14′33″
2419,Huntířov (okres Děčín),50°47′22″,14°18′13″
2420,Chřibská,50°51′48″,14°28′59″
2421,Janov (okres Děčín),50°51′37″,14°15′55″
2422,Janská,50°48′16″,14°21′49″
2423,Jetřichovice,50°51′9″,14°23′38″
2424,Jílové (okres Děčín),50°45′39″,14°6′14″
2425,Jiřetín pod Jedlovou,50°52′28″,14°34′31″
2426,Jiříkov,50°59′43″,14°34′9″
2427,Kámen (okres Děčín),50°48′37″,14°16′7″
2428,Krásná Lípa,50°54′47″,14°30′36″
2429,Kunratice (okres Děčín),50°49′8″,14°25′12″
2430,Kytlice,50°48′46″,14°32′8″
2431,Labská Stráň,50°50′55″,14°13′54″
2432,Lipová (okres Děčín),51°0′40″,14°21′37″
2433,Lobendava,51°1′10″,14°18′52″
2434,Ludvíkovice,50°47′39″,14°15′23″
2435,Malá Veleň,50°44′30″,14°16′15″
2436,Malšovice,50°44′7″,14°10′11″
2437,Markvartice (okres Děčín),50°46′32″,14°21′19″
2438,Merboltice,50°40′59″,14°20′23″
2439,Mikulášovice,50°57′55″,14°21′50″
2440,Rumburk,50°57′6″,14°33′26″
2441,Růžová (okres Děčín),50°50′32″,14°17′38″
2442,Rybniště,50°52′48″,14°30′55″
2443,Srbská Kamenice,50°49′14″,14°21′10″
2444,Staré Křečany,50°57′2″,14°29′47″
2445,Starý Šachov,50°42′55″,14°21′38″
2446,Šluknov,51°0′14″,14°27′10″
2447,Těchlovice (okres Děčín),50°41′47″,14°12′18″
2448,Valkeřice,50°42′7″,14°19′19″
2449,Varnsdorf,50°54′42″,14°37′6″
2450,Velká Bukovina,50°43′50″,14°23′49″
2451,Velký Šenov,50°59′27″,14°22′28″
2452,Verneřice,50°39′40″,14°18′4″
2453,Veselé,50°47′5″,14°22′26″
2454,Vilémov (okres Děčín),50°59′26″,14°20′8″
2455,Bílence,50°25′29″,13°30′22″
2456,Blatno (okres Chomutov),50°30′42″,13°21′29″
2457,Boleboř,50°32′25″,13°24′48″
2458,Březno (okres Chomutov),50°24′7″,13°25′17″
2459,Černovice (okres Chomutov),50°26′52″,13°21′34″
2460,Domašín (okres Chomutov),50°25′15″,13°10′20″
2461,Droužkovice,50°25′51″,13°25′45″
2462,Hora Svatého Šebestiána,50°30′37″,13°15′5″
2463,Hrušovany,50°23′14″,13°29′54″
2464,Chbany,50°19′58″,13°25′50″
2465,Chomutov,50°27′46″,13°24′40″
2466,Jirkov,50°30′0″,13°26′52″
2467,Kadaň,50°22′34″,13°16′17″
2468,Kalek,50°34′40″,13°19′19″
2469,Klášterec nad Ohří,50°23′4″,13°10′17″
2470,Kovářská,50°26′18″,13°3′14″
2471,Kryštofovy Hamry,50°29′58″,13°8′10″
2472,Křimov,50°29′10″,13°18′6″
2473,Libědice,50°18′58″,13°23′8″
2474,Loučná pod Klínovcem,50°25′7″,12°58′54″
2475,Málkov (okres Chomutov),50°26′47″,13°20′
2476,Mašťov,50°15′45″,13°16′50″
2477,Měděnec,50°25′18″,13°6′56″
2478,Místo,50°26′50″,13°16′3″
2479,Nezabylice,50°25′27″,13°28′43″
2480,Okounov,50°21′44″,13°6′24″
2481,Otvice,50°28′51″,13°27′3″
2482,Perštejn,50°22′54″,13°6′37″
2483,Pesvice,50°27′48″,13°29′6″
2484,Pětipsy,50°19′16″,13°20′59″
2485,Račetice,50°18′19″,13°21′54″
2486,Radonice (okres Chomutov),50°17′53″,13°17′5″
2487,Rokle (okres Chomutov),50°21′12″,13°17′56″
2488,Spořice,50°26′28″,13°23′31″
2489,Strupčice,50°28′16″,13°31′50″
2490,Údlice,50°26′27″,13°27′27″
2491,Vejprty,50°29′33″,13°1′56″
2492,Veliká Ves (okres Chomutov),50°16′11″,13°22′29″
2493,Vilémov (okres Chomutov),50°18′4″,13°18′44″
2494,Vrskmaň,50°29′18″,13°29′45″
2495,Všehrdy (okres Chomutov),50°25′12″,13°27′41″
2496,Všestudy (okres Chomutov),50°27′27″,13°30′28″
2497,Výsluní,50°28′0″,13°14′15″
2498,Vysoká Pec (okres Chomutov),50°31′13″,13°28′13″
2499,Bechlín,50°24′58″,14°20′28″
2500,Bohušovice nad Ohří,50°29′36″,14°9′2″
2501,Brňany,50°28′52″,14°8′31″
2502,Brozany nad Ohří,50°27′13″,14°8′44″
2503,Brzánky,50°27′43″,14°18′5″
2504,Bříza (okres Litoměřice),50°21′38″,14°12′59″
2505,Budyně nad Ohří,50°24′16″,14°7′34″
2506,Býčkovice,50°33′35″,14°12′49″
2507,Ctiněves,50°22′29″,14°18′26″
2508,Černěves,50°27′16″,14°14′36″
2509,Černiv,50°26′42″,14°3′33″
2510,Černouček,50°21′39″,14°18′27″
2511,Čížkovice,50°29′3″,14°1′43″
2512,Děčany,50°26′19″,13°54′31″
2513,Dlažkovice,50°27′56″,13°57′54″
2514,Dobříň,50°26′16″,14°17′38″
2515,Doksany,50°27′18″,14°9′40″
2516,Dolánky nad Ohří,50°28′23″,14°9′46″
2517,Drahobuz,50°31′31″,14°19′15″
2518,Dušníky,50°25′29″,14°11′25″
2519,Evaň,50°23′3″,14°1′44″
2520,Hlinná,50°34′21″,14°6′24″
2521,Horní Beřkovice,50°21′32″,14°20′48″
2522,Horní Řepčice,50°33′25″,14°15′9″
2523,Hoštka,50°29′19″,14°20′6″
2524,Hrobce,50°27′45″,14°13′51″
2525,Chodouny,50°28′24″,14°15′2″
2526,Chodovlice,50°27′47″,13°59′36″
2527,Chotěšov (okres Litoměřice),50°26′24″,14°5′7″
2528,Chotiměř,50°32′54″,14°0′4″
2529,Chotiněves,50°33′8″,14°16′46″
2530,Chudoslavice,50°34′59″,14°11′14″
2531,Jenčice,50°28′59″,14°0′16″
2532,Kamýk (okres Litoměřice),50°33′30″,14°4′39″
2533,Keblice,50°28′48″,14°6′7″
2534,Klapý,50°25′53″,14°0′24″
2535,Kleneč,50°23′34″,14°14′56″
2536,Kostomlaty pod Řípem,50°22′59″,14°19′59″
2537,Krabčice,50°24′20″,14°18′5″
2538,Křesín,50°23′41″,13°58′51″
2539,Křešice,50°31′22″,14°12′53″
2540,Kyškovice,50°26′54″,14°17′9″
2541,Levín (okres Litoměřice),50°36′50″,14°17′2″
2542,Lhotka nad Labem,50°31′32″,14°2′51″
2543,Liběšice (okres Litoměřice),50°34′8″,14°17′21″
2544,Libkovice pod Řípem,50°23′33″,14°20′33″
2545,Libochovany,50°34′0″,14°2′21″
2546,Libochovice,50°24′23″,14°2′40″
2547,Libotenice,50°28′37″,14°13′46″
2548,Litoměřice,50°32′,14°7′55″
2549,Lkáň,50°26′35″,13°58′11″
2550,Lovečkovice,50°37′18″,14°15′48″
2551,Lovosice,50°30′54″,14°3′4″
2552,Lukavec (okres Litoměřice),50°30′6″,14°5′9″
2553,Malé Žernoseky,50°32′3″,14°3′17″
2554,Malíč,50°32′37″,14°4′56″
2555,Martiněves,50°22′22″,14°9′10″
2556,Michalovice (okres Litoměřice),50°32′12″,14°4′55″
2557,Miřejovice,50°33′12″,14°6′32″
2558,Mlékojedy,50°31′37″,14°7′10″
2559,Mnetěš,50°21′56″,14°16′55″
2560,Mšené-lázně,50°21′44″,14°7′38″
2561,Nové Dvory (okres Litoměřice),50°26′52″,14°10′46″
